Source (A),Source (B),Source (C),Source (D),Source (E),Source (F),Source (G),Source (H),Source (I),Source (J),Source (K),Source (L),Source (M),WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
B0035N1V7K,Kindle Store,"[3, 13]",0.0,-0.5384615384615384,3.7294117647058824,2.0,I didn't care for the storyline at all. There was little character development.....shallow?Won't be following this writer in the future. I was new to the BDSM genre and this book was a turn off.,34,A2FKFNCXX933TJ,Disappointed,1,2.0,36,68.15,8.25,94.42,77.00,12.00,13.89,88.89,58.33,11.11,5.56,5.56,0.00,0.00,0.00,0.00,5.56,11.11,13.89,16.67,2.78,2.78,5.56,25.00,2.78,0.00,0.00,0.00,2.78,2.78,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.56,0.00,0.00,0.00,0.00,2.78,2.78,0.00,0.00,0.00,0.00,2.78,0.00,0.00,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.11,8.33,5.56,22.22,5.56,11.11,5.56,8.33,2.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.56,22.22,0.00,0.00,0.00,2.78,0.00,0.00,0.00,5.56,0.00,0.00
B0035N1V7K,Kindle Store,"[30, 35]",3.0,0.7142857142857143,3.7294117647058824,5.0,"4.5 Hearts5 out of 5 for hotnessHoly hot sauce Batman I think I need to change my undies.WHAT. A. SCORCHER.I actually thought I knew a fair bit about this book before I started reading....well the main jist of it anyway.... or the part I was most excited about anyway, A career woman gets her groove on with five guys whilst in a boardroom.And seriously, those few words were enough for me. I mentally raised my hand and screamed `Pick me, pick me....oh please for the love of God, PICK ME.'But I was actually surprised. It wasn't a sausage eating contest where the one female contestant needed to devour as much edible man meat at one time. It wasn't like a porno scene....actually scratch that....it wasn't like a sleazy porno scene, it was actually quite nice in a XXX, `5 men are gunna give it to you' kind of way.I don't want to give anything away - other than the huge amount of sex part - but I LOVED how the emphasis was on Savannah's enjoyment. It was utterly and completely about her.The only thing that stopped me from giving a full blown 5 heart rating was that my mind couldn't get around the sexual contraption the men used on Savannah. And this wasn't an `author can't describe it properly' issue, it was a `reader has ADD and can't concentrate enough to figure out the configuration of the contraption' issue.The best part??? The best part by far was the ending. I adored Matt. He was a damn sweet character in such a scorching hot read. I can't get over it. It was quite simply sigh worthy.",275,A196E4Y4DSABN1,4.5 Stars,2,5.0,283,67.52,14.45,46.63,86.80,20.21,13.43,84.10,54.42,15.90,8.48,7.07,0.00,0.35,1.06,0.00,7.42,9.54,12.72,7.07,6.36,3.89,3.18,15.19,6.01,2.83,1.06,2.47,3.53,6.36,4.95,1.41,0.00,0.35,0.35,5.30,0.00,0.35,1.41,1.77,13.07,1.77,2.12,1.41,2.12,0.35,5.65,2.12,0.00,0.35,1.41,4.59,0.71,0.00,1.41,1.77,4.59,0.71,0.71,1.77,2.47,0.35,7.07,7.07,0.35,8.48,0.35,6.01,2.12,1.06,0.35,0.00,0.00,0.35,0.00,2.47,0.35,0.35,0.00,1.06,0.71,24.38,13.78,2.47,0.00,0.00,1.06,0.00,0.71,0.00,4.95,0.00,1.41
B005A8SM98,Kindle Store,"[8, 11]",2.0,0.45454545454545453,4.10377358490566,2.0,"While the idea and concept for this 'series' could be amazing, once again, this falls short with not enough information.  How did the last war come about?  How was the Network created initially?  What kind of civilization condones such cage matches?  What is the state of affairs now?  What in the world is 'the Change' and where is the biological description of it?I have many more unanswered questions that I hoped the 2nd book would answer, but alas, it didn't.  I had such high hopes for the author that wrote the 'Life After War' series but man o man have all her other books fallen short.I believe it when the author says she wrote this one in a day and the next one in two.",131,A12TNJPR2MXKP5,Not enough,2,2.0,128,43.88,37.72,60.89,55.21,18.29,12.50,86.72,53.12,14.84,5.47,3.12,0.00,0.00,2.34,0.00,9.38,9.38,7.81,9.38,7.03,7.03,1.56,15.62,5.47,1.56,5.47,3.12,3.12,4.69,3.12,1.56,0.00,1.56,0.00,5.47,0.00,0.00,1.56,2.34,15.62,3.91,3.12,3.12,3.12,0.78,3.91,0.78,0.00,0.78,0.00,1.56,0.00,0.78,0.00,0.00,3.12,0.00,0.78,2.34,0.00,0.00,7.03,8.59,0.00,17.19,3.12,6.25,7.81,3.91,1.56,0.00,0.00,0.00,1.56,0.78,0.00,0.78,0.00,0.00,0.00,15.62,3.12,3.12,0.00,0.00,3.91,0.00,0.00,0.00,5.47,0.00,0.00
B005A8SM98,Kindle Store,"[18, 19]",3.0,0.8947368421052632,4.10377358490566,5.0,"""To The Death(The Bachelor Battle)"" does get pretty brutal in parts. The fights after all, are to the death. The main character Candy(Candice) is a contestant in the Network Game of Bachelor Battles, it's the only way she can win her companion back that was sold to the Network by his parents when Candy was 8yrs. old. She promised him that she would find him. She's keeping her promise! There are many rules to the game and it's not just the contestants lives in danger their families lives are also. This book was definitely a page turner and very full of action. This book kind of reminded me of a female version of Gladiators. I'm looking forward to the next book in the series!",124,A3GTAHINGJFHB,"A whole new level of ""girl fights""!",7,5.0,125,72.80,86.87,1.00,25.77,12.50,17.60,88.80,55.20,14.40,9.60,1.60,0.00,0.00,7.20,0.80,4.80,12.00,12.00,11.20,6.40,3.20,0.80,15.20,3.20,0.80,0.80,0.00,2.40,8.00,4.00,4.00,0.00,3.20,0.00,15.20,1.60,0.80,5.60,4.00,8.00,0.80,0.00,0.80,1.60,3.20,1.60,0.80,0.80,0.00,0.00,3.20,0.00,1.60,0.00,1.60,8.80,4.00,0.80,3.20,1.60,0.80,3.20,11.20,0.00,10.40,1.60,6.40,4.80,2.40,4.80,0.80,0.80,0.00,1.60,0.00,0.00,0.00,0.00,0.00,0.00,17.60,6.40,1.60,0.00,0.00,0.00,1.60,0.00,1.60,3.20,3.20,0.00
B005A8SM98,Kindle Store,"[9, 10]",3.0,0.8,4.10377358490566,5.0,"Okay,  this may not have been the best writing style that I normally insist on when I toss out that fifth star, but in sheer enjoyment of reading the book, I had to go ahead and give it all five. Great character development, fresh plot (a little reminiscent of Running Man, but it thru in a few twists), and good writing.",62,A1K4S4MWXI9E9M,Guilty Pleasure,2,5.0,61,77.69,20.62,72.51,99.00,30.50,14.75,86.89,50.82,13.11,4.92,4.92,0.00,0.00,0.00,0.00,8.20,6.56,14.75,6.56,1.64,8.20,1.64,18.03,6.56,1.64,1.64,3.28,3.28,8.20,8.20,0.00,0.00,0.00,0.00,3.28,0.00,0.00,0.00,1.64,9.84,0.00,0.00,1.64,1.64,1.64,4.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.56,0.00,3.28,1.64,4.92,0.00,3.28,4.92,3.28,16.39,4.92,8.20,3.28,6.56,3.28,0.00,0.00,0.00,0.00,3.28,0.00,0.00,1.64,0.00,0.00,16.39,3.28,9.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.28,0.00
B005A8SM98,Kindle Store,"[9, 16]",2.0,0.125,4.10377358490566,1.0,"Terrible writing, childish plot, nauseating ideas. The positive reviews must have been written by the very close relatives of the author. However, I am still reading this book, out of pathological interest :)Update: made it to 45% of the book. I quit now wasting any more of my time. Moronic book.",51,A11VAYGQ8UTK52,Stupid nonsense,2,1.0,52,85.37,22.08,38.39,62.24,10.40,26.92,90.38,46.15,9.62,5.77,5.77,0.00,0.00,0.00,0.00,3.85,7.69,13.46,7.69,7.69,1.92,0.00,17.31,5.77,1.92,0.00,1.92,3.85,9.62,5.77,3.85,0.00,1.92,0.00,1.92,1.92,0.00,0.00,0.00,11.54,1.92,1.92,1.92,1.92,3.85,1.92,0.00,0.00,0.00,0.00,3.85,0.00,3.85,0.00,0.00,7.69,1.92,1.92,1.92,1.92,0.00,5.77,5.77,0.00,11.54,0.00,3.85,7.69,11.54,5.77,0.00,0.00,0.00,0.00,3.85,1.92,1.92,0.00,0.00,0.00,21.15,9.62,7.69,1.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.92
B005A8SM98,Kindle Store,"[7, 10]",2.0,0.4,4.10377358490566,1.0,"More like completely messed up! Personalty I thought the story would be of some kind of futuristic Amazons... Maybe one who not only fought for the right to mate but love. Nope. Making the men into living zombies, taking away all the memories saw to that. Sticking 8 men in a single cage when they were suppose to be so valued doesn't make any sense either.Definite DELETE",67,A30V9M9DZW8SFU,slight gender mess up here,5,1.0,67,82.42,55.93,39.49,53.85,11.17,16.42,91.04,47.76,5.97,2.99,1.49,0.00,0.00,0.00,1.49,2.99,7.46,14.93,7.46,7.46,4.48,4.48,20.90,5.97,4.48,2.99,4.48,8.96,4.48,2.99,1.49,0.00,1.49,0.00,11.94,0.00,1.49,0.00,2.99,25.37,4.48,2.99,1.49,7.46,4.48,4.48,2.99,1.49,0.00,0.00,2.99,0.00,1.49,0.00,0.00,5.97,2.99,0.00,1.49,1.49,0.00,4.48,8.96,1.49,10.45,0.00,7.46,2.99,0.00,0.00,0.00,0.00,0.00,1.49,0.00,0.00,0.00,0.00,0.00,0.00,14.93,10.45,1.49,0.00,0.00,0.00,1.49,0.00,0.00,1.49,0.00,0.00
B005A8SM98,Kindle Store,"[40, 42]",3.0,0.9047619047619048,4.10377358490566,4.0,"Ok, I'll be blunt.  I started this book with preconceived notions, and not positive ones.  The ideal of woman being all that strong with only weak men around really didn't thrill me.  I'm a strong woman, but I want my man to be a man, not some weakling.  Luckily this book didn't disappoint.  Once I got past my preconceived conceptions of the book, I got into it and I'm happy to say I was not disappointed.  I didn't want to put it down.  The final decision is that I enjoyed the book and am anxious to read book two of the series.Don't be put off by the so called bloody scenes some described.  Yes, there's some death, but the author didn't dwell on it.  In fact, nothing was dwelled on, which I really appreciate. It was fast moving, but you could keep track of what was happening.  I didn't once start skipping over sentences or paragraphs as I have with other author's books.  You'll want to read every word.Romantic, sexy, steamy scenes?  Yes, there's that too in this book.  I do love a good romance novel with an actual plot and some good action.As far as some other comments about the lack of background...I just shake my head.  I don't need a whole book on why something is, this is fiction.  Get over it.  Enjoy the book and the story it contains.  The story wasn't about what happened 500 years ago from the beginning of this book, it's a story about Candice, Angel, Daniel, Baker and the Network.  The characters are, as usual with this author, fantastic.  The story line is entertaining and fast paced.  It certainly doesn't drag.If this book was accidently erased from my kindle, would I re-buy and read it again?  Why yes I would, but not until I get a hold of the next book in the series.Looking for a good, interesting book to read this weekend?  Buy this one.  I'm pretty sure you'll be discussing it at the office come Monday morning!  Start early though ~ once your into it, you won't want to put it down, which can cause sleep deprivation.",381,A3S6LKQWOKNHBD,"Yup, it's actually good.",4,4.0,363,44.07,14.75,62.22,92.16,13.96,12.12,90.63,53.99,16.80,8.26,6.89,0.00,1.38,0.00,0.00,8.54,7.16,12.67,11.29,4.41,5.79,4.13,19.01,4.68,1.10,1.65,1.65,2.75,9.09,6.61,2.48,1.10,0.00,0.83,5.23,0.00,0.00,0.55,0.83,14.05,0.55,0.83,3.03,2.75,1.93,5.79,0.55,0.28,0.28,0.00,2.20,0.83,0.55,0.28,0.28,5.79,0.83,0.28,2.20,2.20,0.28,4.96,9.64,1.10,12.67,2.48,4.68,6.06,4.96,4.41,0.28,0.55,0.28,0.28,1.38,0.28,0.00,1.10,0.00,0.00,22.31,8.26,6.89,0.00,0.00,0.83,0.28,0.28,0.00,5.51,0.00,0.28
B0065NQ8G6,Kindle Store,"[17, 17]",3.0,1.0,4.430555555555555,5.0,"Eight Months Before The Clue HuntI love the original 39 Clues books, and have on my short list to read the second series The Cahills vs. Vespers, but this short series released between December 25th and December 31st 2011 really caught my attention. 7 Days 7 Short Stories each give us part of a clue and more background information on some of the characters from the books. If the other 6 are as good as this one, they will be more than worth the price of $0.99 each.This short story starts on Christmas Eve, the year before the hunt for the 39 Clues begins. We find out that Grace knew she was dying and that she was aware of the Vespers' history. We also meet Dan and Amy and get some more insight into their character. The short story has a fast pace and before you know it you are done. And even though it fills in more pieces of the overall story arc, it leaves you wanting to know more. I am glad I picked up the eBook and if you like the other books, I guarantee that you will be also.",193,A2KBF2OYR359AJ,Great series of short stories in the 39 Clues Universe.,10,4.888888888888889,194,75.53,76.47,70.48,81.50,24.25,10.82,86.60,50.52,14.43,8.76,2.58,1.55,2.58,1.03,1.03,5.67,9.28,11.86,6.19,2.58,8.76,0.00,13.40,9.28,5.67,0.00,5.15,6.70,3.09,3.09,0.00,0.00,0.00,0.00,9.79,0.00,0.00,1.03,0.00,12.37,5.15,0.52,1.55,2.58,0.52,4.12,0.00,0.00,0.00,0.00,0.52,0.00,0.00,0.00,0.00,4.12,2.58,0.00,0.52,1.03,0.00,3.09,8.25,1.03,14.95,1.55,6.70,7.22,2.06,2.06,0.00,1.03,0.52,0.52,0.00,0.00,0.00,0.00,0.00,0.00,9.28,5.15,3.09,0.00,0.00,0.00,0.00,0.00,0.00,0.52,0.00,0.52
B00DUQUUDI,Kindle Store,"[49, 53]",3.0,0.8490566037735849,4.4655172413793105,5.0,"Got my black MarBlue Atlas Kindle case. It has an excellent leather appearance. Not understanding of those that need to snipe about non-leather things especially if it looks good. (Those that have money to burn apparently) The double stitched border looks professional and high quality. When reading the review on this product to decide on blowing $40 or $25 I concentrated on the middle of the road reviews on the magnetic Amazon model. I want to know the absolute worst thing I should be aware of and its repetition is the only thing that I can depend on for any possible truth from my consumer perspective. The majority of the 5 star people I had to assume would be predisposed to give it a great review to justify their expenditure. In the mediocre reviews I always look for consistency of the mediocre complaint. If there is no consistency, there is a good chance that simply kavetching of picky perfectionists are more the order of the day and the item is actually a top notch purchase.The Amazon Cover model consisted of three main complaints. Very consistent! One, it was pretty expensive for the simply acceptable but definitely adequate quality. Two, the magnetic closure was many times not 100%. It didn't close completely all the time, or it did not turn off the unit as designed. Third, it seemed heavy. There were consistent variations of these themes.The MarBlue on the other hand has awesome reviews, even the mediocre reviews did not have the repetitive problem that makes my red flags go up. The hand hold was a universal plus. Now that I have it, I agree, the hand hold strap is fantastic and brings an entirely new dimension of reading with this unit for in bed nightime use. The Amazon unit also had its weight highlighted several times while MarBlue did not. I can now vouch for the most acceptable weight of the MarBlue. My Kindle White is held most securely by four corner elastic straps. The hand hold strap is solid and sturdy looking and appears capable of lasting for the life of the product.If you do not have a leather fetish, the appearance of this cover is more than appealing. One complaint mentioned is its sensitivity to indentation or whatever. I do not experience that sensitivity. The faux leather is definitely not jelly bean consistency. It's solid and beautiful as long as you don't abuse it. The protection of the integrity of the Kindle is excellent. I feel as if I dropped it from even waist or table height, no damage would result. I recommend this item especially for the price. Based on the Amazon cover reviews since I physically don't have one to handle, I don't discern any step down in quality as long as you don't value the auto off/on feature.",473,A3MMVTD7DA3PJ8,"Jeez, what more dya' want?",5,5.0,478,74.46,19.56,34.56,65.41,16.48,20.92,83.47,52.72,11.72,4.81,3.97,0.00,0.63,0.00,0.21,6.90,9.62,12.76,9.00,4.39,5.44,3.14,13.39,5.02,2.93,0.42,2.51,2.51,5.02,3.56,1.46,0.00,0.21,0.00,2.30,0.00,0.00,0.00,0.00,14.44,2.93,1.88,2.09,4.39,2.09,4.39,5.23,2.30,0.00,2.72,2.30,1.05,0.42,0.21,0.63,4.39,0.00,1.67,1.05,1.05,0.84,2.72,10.04,0.00,9.41,0.84,5.44,2.93,2.72,0.00,0.21,1.05,0.00,0.00,0.42,0.00,0.00,0.42,0.00,0.00,11.72,6.49,2.30,0.00,0.00,0.00,0.21,0.21,0.00,1.26,0.42,0.84
B00DUQUUDI,Kindle Store,"[9, 13]",2.0,0.38461538461538464,4.4655172413793105,2.0,"This Kindle case may be acceptable for some users, but it's not for every one. It has a nice feel and holds the Kindle securely with the elastic corner bands. It's usefulness is limited to the three small Kindle types, not the Kindle with the keyboard or the Kindle HD. Double check your Kindle type before ordering this cover.The more bothersome issue relates to feature that makes it different from others: the ability to slide your four fingers into a band on the inside cover and keep a firm grasp on the book. I have small hands even for a woman. In order to get my hand iin the proper position I needed to stretch the band and the pressure was too great for me to keep the Kindle in that position for more than a few minutes. Since I sometimes read for an hour at a time, this would become uncomfortable quickly. Not particularly useful for me.",158,A22NSIO5HTBYXC,"Useful, but not uniquely so",5,3.5,159,96.56,30.74,72.17,61.55,19.88,13.84,85.53,52.83,11.32,5.03,3.77,0.00,1.26,0.00,0.00,6.29,13.21,16.35,6.29,1.89,3.14,1.89,11.32,6.29,3.14,0.00,2.52,3.77,5.66,3.77,1.89,1.26,0.63,0.00,4.40,0.00,0.00,0.63,0.00,13.84,3.14,1.26,1.26,2.52,1.26,5.03,3.14,0.00,0.00,3.14,1.89,1.89,0.00,0.00,0.00,5.03,0.00,1.26,1.89,1.26,0.63,1.26,8.18,0.63,13.84,1.26,8.18,4.40,1.89,2.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.43,5.66,1.89,0.63,0.00,0.00,0.00,0.00,0.00,1.26,0.00,0.00
B00DUQUUDI,Kindle Store,"[41, 42]",3.0,0.9523809523809523,4.4655172413793105,4.0,"When I bought the original Paperwhite in the fall of 2012, I also bought the Amazon leather cover, and I've been very pleased with it, so much so that I'm using the same cover for the new 2013 Paperwhite. It looks good, it holds the Paperwhite very securely, and it has a little magnet that serves double duty - keeping the cover securely closed and activating the AutoWake feature of the Paperwhite.The Marblue Atlas cover appears to be well made and durable enough to last for years of service. The faux leather looks good, and the stitching is uniform and tight. It doesn't have a magnetic lock like the Amazon cover has, but the elastic bungee will keep the cover securely closed when you're not reading. And the wide hand strap is a nice touch for hand-holding the Kindle.But I have two concerns about this case:1. The Kindle is secured in the case with four elastic straps. That's okay, but straps can break, although these seem tough enough. However, I much prefer a more secure plastic snap-in shell like the Amazon case has.2. A bigger concern is the lack of a magnet to activate the newer Kindles' AutoWake feature. AutoWake is a great feature that lets you avoid fumbling for the on/off switch every time you use the Kindle.Overall, the Marblue Atlas is a nice case. It doesn't have all the features of the Amazon case, but it's less expensive. If the lower cost is worth the tradeoff in features - notably AutoWake - the Marblue Atlas is definitely worth a look.",262,A1E1LEVQ9VQNK,"No AutoWake, but otherwise, it's a very nice case",9,4.666666666666667,267,83.05,36.80,8.43,96.26,22.25,18.35,75.66,48.31,8.61,3.75,2.25,0.37,1.12,0.00,0.00,4.87,14.61,8.61,9.36,4.12,7.12,1.12,14.23,5.24,3.00,0.75,2.62,2.62,6.74,5.62,0.75,0.37,0.00,0.37,1.50,0.00,0.00,0.00,0.00,7.87,0.75,1.87,1.12,1.50,1.12,3.00,3.75,1.50,0.00,2.25,0.75,0.75,0.00,0.00,0.00,5.24,0.37,0.00,0.75,1.12,3.00,1.50,11.99,0.37,7.87,0.37,4.49,2.62,2.62,0.00,0.00,2.62,0.00,0.00,0.75,0.00,0.00,0.37,0.37,0.00,15.73,5.62,4.49,0.37,0.00,0.00,0.00,1.87,0.00,3.00,0.00,0.37
B00DUQUUDI,Kindle Store,"[46, 49]",3.0,0.8775510204081632,4.4655172413793105,4.0,"I am pleased with this case for my Kindle. The reader fits securely in its retaining straps and the case is held shut by an elastic band. I do wonder, though, how long the elastic will hold up under constant use; I will update this review when and if the strap gives out. The case also has an interesting elasticized sleeve that allows you to fold the cover of the case back and slide your hand into the sleeve for secure handling. The sleeve is somewhat awkward for me to use, but it has been only a few days that I have been using it and it provides piece of mind if you are reading on the train or subway and are prone to doze while reading. I have also noticed that the sleeve and fabric cover of the case imparts an unpleasant odor to the hand when it is inserted into the sleeve for any period of time. I hope that it will pass in time, as it is quite noticeable. I had been using a sleeve/pouch to transport my Kindle while commuting or traveling, and I find this case to be more convenient to use in that you do not have to find a place to stow your pouch while reading. That being noted, I think that the padding on my present pouch would provide more protection to the Kindle if dropped while stored. I would rate this case a 7 out of 10.Update: January 12, 2014 - some time has now passed and I am more happy with this Kindle case! The scent about which I complained has largely gone and I am more comfortable using (or not using) the strap for my hand. I am still somewhat skeptical about the long-term survivability of the elastic strap on the outside of the case.Update: June 11, 2014 - This product has really grown on me. The closing strap is still intact, and the case has protected my Kindle against the usual bumps of commuting quite well. The internal hand strap is still a bit too snug for my larger hands and I seldom use it. I have upgraded my rating to four stars - I like this product a lot.",372,A30SPABIPVN5MV,Mostly good!,2,4.0,373,63.83,25.99,77.18,56.13,24.87,12.33,81.23,56.57,14.48,8.31,6.97,0.00,1.34,0.00,0.00,6.17,9.38,12.33,9.38,5.09,7.77,0.54,16.35,3.49,1.61,1.07,1.88,3.22,3.49,2.41,0.80,0.27,0.00,0.00,2.95,0.00,0.00,0.00,0.00,10.72,1.61,3.22,1.61,4.29,0.00,3.22,1.88,0.00,0.00,1.34,1.34,1.34,0.00,0.00,0.00,2.41,0.00,0.27,1.07,0.00,1.07,2.41,11.26,1.07,15.28,2.68,5.90,6.97,1.34,0.54,0.00,0.00,0.00,0.00,0.27,0.00,0.00,0.00,0.27,0.00,9.65,4.29,2.41,0.54,0.27,0.00,0.27,1.07,0.00,0.00,0.54,0.27
B00DUQUUDI,Kindle Store,"[182, 193]",3.0,0.8860103626943006,4.4655172413793105,4.0,,1,ARIDN94LOCQFD,Quality Cover For The Kindle Paperwhite,6,3.75,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00DUQUUDI,Kindle Store,"[0, 11]",0.0,-1.0,4.4655172413793105,1.0,It was the wrong size.  I have a Kindle Fire and this one was for the Paperwhite. Returned it for credit.,22,A2ZPFEJH8KXVVA,Wrong Size,2,1.0,21,67.14,31.71,2.82,25.77,7.00,9.52,90.48,61.90,19.05,4.76,4.76,0.00,0.00,0.00,0.00,14.29,14.29,9.52,14.29,0.00,4.76,0.00,14.29,4.76,0.00,0.00,4.76,0.00,9.52,4.76,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,4.76,0.00,0.00,0.00,0.00,4.76,9.52,4.76,0.00,4.76,0.00,0.00,4.76,9.52,0.00,0.00,4.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.29,14.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
B00DUQUUDI,Kindle Store,"[14, 16]",3.0,0.75,4.4655172413793105,4.0,"This is a review of both the black and blue MarBlue Atlas Kindle Cases. These are decent cases and have some good things going for them. I wouldn't say they're great cases but they do the job with, what I consider, only a few flaws.The system for attaching your Kindle to the cover are four very strong and quite tight rubber reinforced elastic cords. I've had several Kindles and numerous cases over the years and as far as four corner case mounts this is the most secure of that style I've ever seen. I had my PaperWhite mounted in this case and shook it violently, over a pillow and ready to catch it should anything happen, and not only did it stay in place it didn't move a fraction of an inch. I was very impressed with that function of the case.The case exterior is a synthetic leather that truly looks and feels like leather. It is well made, and fairly handsome. Unlike many synthetic products this had no harsh chemical smell. The blue cover looks a little less like leather than the black but it is a very nice shade of blue.The interior is an attractive, and soft, dark grey microfiber that's quite pleasing to the touch.The case is held closed or open with a half inch wide cloth elastic that is well attached to the case. This holds the case closed quite well. The hinge area of the case is a bit too large/tall/wide making the case when folded back a little ungainly and if not strapped down it wanted to flop closed.Inside the case is a nearly three inch wide strap made of the same soft, grey microfiber attached with elastics at both the top and bottom. This comes into use when the case is open you can put your hand or fingers under this strap to read one handed. With my PaperWhite I found this to be slightly uncomfortable making me arch my hand in an odd manner to get my thumb onto the screen. I'm not a fan of the strap, the sections at the top and bottom where it's stitched to the elastic create two lumps that sit directly on the Kindle's screen. They're soft but it's two unnecessary pressure points.This case does not have the magnet that the Amazon brand case does that turns the kindle on and off when you open it. The power button on my PaperWhite was a little hard to reach with the shape of the case and the location of the mounting strap. It wasn't too difficult to use but it's nowhere near as easy as opening the case and having your Kindle come on.In conclusion...The case is decent. It's a little... gappy, the front cover bends when you have your hand in the strap and this creates a gap that will let debris into the case and onto your Kindle. I'm not crazy about the strap but that's more personal preference than anything else. This is a well made decently protective Kindle case.",506,A1MCH5RXDOH87H,A Solid Four Star Item,5,3.0,516,75.47,34.19,53.41,69.60,24.57,11.63,82.75,53.88,12.40,4.84,2.91,0.00,1.55,0.00,0.39,7.56,11.82,11.82,9.30,4.07,6.78,1.94,15.50,7.95,3.10,1.16,1.36,1.94,5.23,3.68,1.36,0.58,0.19,0.00,2.91,0.00,0.00,0.00,0.00,9.88,0.97,1.94,1.16,2.33,0.78,3.68,6.01,2.52,0.19,3.10,1.16,0.97,0.19,0.00,0.00,3.68,0.00,0.78,2.13,0.58,0.58,3.10,10.27,0.39,15.12,1.74,12.40,1.36,1.36,0.00,0.19,0.00,0.00,0.00,0.78,0.00,0.00,0.00,0.78,0.00,11.82,6.40,1.94,0.00,0.00,0.00,0.00,0.00,0.00,3.10,0.00,0.39
B00DUQUUDI,Kindle Store,"[10, 13]",3.0,0.5384615384615384,4.4655172413793105,3.0,"I ordered this personalized with a photo I provided, and that's why I won't be sending it back. The description says it will fit a standard Kindle, but it's about 1&#34; too short!  The elastic bands secure the kindle in the case, however, they are stretched very tight and I'm wondering how long they'll last.  It seems to be a quality item, the case itself is nice, and my husband really likes the hand elastic feature, but we're both disappointed that it doesn't actually fit a standard Kindle.",90,A2IHBC4OWKRRWE,Check the size! A standard Kindle does NOT fit.,9,3.0,89,13.48,32.66,73.23,68.20,22.25,19.10,80.90,57.30,19.10,8.99,5.62,1.12,0.00,0.00,2.25,10.11,11.24,4.49,12.36,10.11,7.87,2.25,19.10,3.37,0.00,2.25,2.25,1.12,4.49,3.37,1.12,0.00,0.00,1.12,7.87,1.12,0.00,0.00,1.12,10.11,2.25,2.25,0.00,2.25,0.00,5.62,4.49,1.12,1.12,2.25,1.12,1.12,0.00,0.00,0.00,3.37,2.25,0.00,0.00,0.00,1.12,1.12,13.48,3.37,11.24,1.12,8.99,2.25,0.00,1.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.60,3.37,7.87,0.00,1.12,0.00,1.12,0.00,0.00,7.87,0.00,2.25
